column,primitive_candidate,leaky_excluded,non_null_count,min,max,mean,median,std,corr_with_R_R2Q_rec,corr_with_Q_R2Q,corr_with_E_theta,corr_with_negative_indicator,corr_with_near_forbidden_indicator
forbidden_flag__prime_mesh_r2q_channel_compatibility_rows,False,True,1468,0.0,1.0,0.0006811989100817438,0.0,0.026099787548594027,0.9507689182934839,0.6973963603253226,-0.5808780720982264,0.0779724267368475,0.5769565764952314
forbidden_flag__prime_mesh_r2q_o2_local_repayment_assembly_rows,False,True,1468,0.0,1.0,0.0006811989100817438,0.0,0.026099787548594027,0.9507689182934839,0.6973963603253226,-0.5808780720982264,0.0779724267368475,0.5769565764952314
forbidden_flag__prime_mesh_r2q_hexc_bridge_rigidity_rows,False,True,1468,0.0,1.0,0.0006811989100817438,0.0,0.026099787548594027,0.9507689182934839,0.6973963603253226,-0.5808780720982264,0.0779724267368475,0.5769565764952314
forbidden_flag__prime_mesh_r2q_b3_no_accumulation_rows,False,True,1468,0.0,1.0,0.0006811989100817438,0.0,0.026099787548594027,0.9507689182934839,0.6973963603253226,-0.5808780720982264,0.0779724267368475,0.5769565764952314
Q_max,False,True,1468,0.0489909092562281,1.8193520399038576,0.06904316384239396,0.0581039132956228,0.06554928104225234,0.8565926696405624,0.9999999999999998,-0.9075811164199884,0.42390604584329866,0.7439082040252072
Q_local,False,True,1468,0.0489909092562281,1.8193520399038576,0.06904316384239396,0.0581039132956228,0.06554928104225234,0.8565926696405624,0.9999999999999998,-0.9075811164199884,0.42390604584329866,0.7439082040252072
Q_R2Q,False,True,1468,0.0489909092562281,1.8193520399038576,0.06904316384239396,0.0581039132956228,0.06554928104225234,0.8565926696405624,0.9999999999999998,-0.9075811164199884,0.42390604584329866,0.7439082040252072
Q_R2Q__prime_mesh_r2q_negative_transfer_coordinate_rows,False,True,1468,0.0489909092562281,1.8193520399038576,0.06904316384239396,0.0581039132956228,0.06554928104225234,0.8565926696405624,0.9999999999999998,-0.9075811164199884,0.42390604584329866,0.7439082040252072
Q_R2Q__prime_mesh_r2q_channel_compatibility_rows,False,True,1468,0.0489909092562281,1.8193520399038576,0.06904316384239396,0.0581039132956228,0.06554928104225234,0.8565926696405624,0.9999999999999998,-0.9075811164199884,0.42390604584329866,0.7439082040252072
Q_R2Q__prime_mesh_r2q_o2_local_repayment_assembly_rows,False,True,1468,0.0489909092562281,1.8193520399038576,0.06904316384239396,0.0581039132956228,0.06554928104225234,0.8565926696405624,0.9999999999999998,-0.9075811164199884,0.42390604584329866,0.7439082040252072
Q_R2Q__prime_mesh_r2q_hexc_bridge_rigidity_rows,False,True,1468,0.0489909092562281,1.8193520399038576,0.06904316384239396,0.0581039132956228,0.06554928104225234,0.8565926696405624,0.9999999999999998,-0.9075811164199884,0.42390604584329866,0.7439082040252072
Q_local__prime_mesh_r2q_b3_no_accumulation_rows,False,True,1468,0.0489909092562281,1.8193520399038576,0.06904316384239396,0.0581039132956228,0.06554928104225234,0.8565926696405624,0.9999999999999998,-0.9075811164199884,0.42390604584329866,0.7439082040252072
near_forbidden_proxy,False,True,1468,0.0,1.0,0.0020435967302452314,0.0,0.04517533221386917,0.7530265652709781,0.7439082040252071,-0.6108529234832987,0.13514435906164338,1.0
near_forbidden_R2Q,False,True,1468,0.0,1.0,0.0020435967302452314,0.0,0.04517533221386917,0.7530265652709781,0.7439082040252071,-0.6108529234832987,0.13514435906164338,1.0
negative_transfer_near_forbidden_flag,False,True,1468,0.0,1.0,0.0020435967302452314,0.0,0.04517533221386917,0.7530265652709781,0.7439082040252071,-0.6108529234832987,0.13514435906164338,1.0
Q_threshold_0p75_flag,False,True,1468,0.0,1.0,0.0020435967302452314,0.0,0.04517533221386917,0.7530265652709781,0.7439082040252071,-0.6108529234832987,0.13514435906164338,1.0
near_forbidden_flag,False,True,1468,0.0,1.0,0.0020435967302452314,0.0,0.04517533221386917,0.7530265652709781,0.7439082040252071,-0.6108529234832987,0.13514435906164338,1.0
theta_negative_and_near_forbidden_flag,False,True,1468,0.0,1.0,0.0020435967302452314,0.0,0.04517533221386917,0.7530265652709781,0.7439082040252071,-0.6108529234832987,0.13514435906164338,1.0
near_forbidden_flag__prime_mesh_r2q_channel_compatibility_rows,False,True,1468,0.0,1.0,0.0020435967302452314,0.0,0.04517533221386917,0.7530265652709781,0.7439082040252071,-0.6108529234832987,0.13514435906164338,1.0
dangerous_coordinate_flag,False,True,1468,0.0,1.0,0.0020435967302452314,0.0,0.04517533221386917,0.7530265652709781,0.7439082040252071,-0.6108529234832987,0.13514435906164338,1.0
near_forbidden_flag__prime_mesh_r2q_o2_local_repayment_assembly_rows,False,True,1468,0.0,1.0,0.0020435967302452314,0.0,0.04517533221386917,0.7530265652709781,0.7439082040252071,-0.6108529234832987,0.13514435906164338,1.0
near_forbidden_flag__prime_mesh_r2q_hexc_bridge_rigidity_rows,False,True,1468,0.0,1.0,0.0020435967302452314,0.0,0.04517533221386917,0.7530265652709781,0.7439082040252071,-0.6108529234832987,0.13514435906164338,1.0
near_forbidden_flag__prime_mesh_r2q_b3_no_accumulation_rows,False,True,1468,0.0,1.0,0.0020435967302452314,0.0,0.04517533221386917,0.7530265652709781,0.7439082040252071,-0.6108529234832987,0.13514435906164338,1.0
Q_tail_max_inside__prime_mesh_r2q_b3_no_accumulation_rows,False,True,1468,4.489777949867602e-06,0.9071321825031058,0.03950552188628846,0.0111876507710708,0.08588387090674421,0.3618318536462303,0.6209763437823603,-0.5525039362683942,0.4762477661538092,0.2981093811915623
negative_transfer_flag,False,True,1468,0.0,1.0,0.1008174386920981,0.0,0.30118943832704537,0.1717987598571358,0.42390604584329866,-0.5775175542256413,1.0,0.13514435906164335
O2_B3_repaid_flag,False,True,1468,0.0,1.0,0.1008174386920981,0.0,0.30118943832704537,0.1717987598571358,0.42390604584329866,-0.5775175542256413,1.0,0.13514435906164335
negative_transfer_flag__prime_mesh_r2q_negative_transfer_coordinate_rows,False,True,1468,0.0,1.0,0.1008174386920981,0.0,0.30118943832704537,0.1717987598571358,0.42390604584329866,-0.5775175542256413,1.0,0.13514435906164335
negative_transfer_flag__prime_mesh_r2q_channel_compatibility_rows,False,True,1468,0.0,1.0,0.1008174386920981,0.0,0.30118943832704537,0.1717987598571358,0.42390604584329866,-0.5775175542256413,1.0,0.13514435906164335
theta_negative_flag,False,True,1468,0.0,1.0,0.1008174386920981,0.0,0.30118943832704537,0.1717987598571358,0.42390604584329866,-0.5775175542256413,1.0,0.13514435906164335
C_minus_flag,False,True,1468,0.0,1.0,0.1008174386920981,0.0,0.30118943832704537,0.1717987598571358,0.42390604584329866,-0.5775175542256413,1.0,0.13514435906164335
C_minus_flag__prime_mesh_r2q_hexc_bridge_rigidity_rows,False,True,1468,0.0,1.0,0.1008174386920981,0.0,0.30118943832704537,0.1717987598571358,0.42390604584329866,-0.5775175542256413,1.0,0.13514435906164335
