block_id,p_star,start_prime,worst_prime,end_prime,covered_y,covered_h,d_start,d_worst,d_end,Q_tail_start,Q_tail_max_inside,Q_tail_end,candidate_crossing,first_crossing_inside_flag,covered_flag,finite_certificate_flag,covered_by_block_or_certificate,local_violation_flag,absorbed_by_HExc_flag,endpoint_favorable_flag_final,endpoint_repayment_norm,accumulation_proxy,Q_local,Q_post_response,Q_exc,Q_o2p4_total,Q_bdy,Q_pp,O2_total_with_o2p4,cross_Q,cross_Q_y,cross_Q_h,is_tail,B3_block_pass
39,39690667,39674773,39682499,39690667,39682692.0,7975.0,0.501060571099375,0.5675301253868136,0.49576242463325104,0.004242284397499851,0.2701205015472543,0.0,False,False,True,True,True,False,True,True,0.07176770075356256,0.0,0.2349256240499423,0.0,0.0069005695359736,0.0,0.0,0.0,0.0301511056,,,,False,True
40,30417481,30406037,30408883,30417481,30409154.0,8327.0,0.5005462106978186,0.5656944525747528,0.49692082651559394,0.0021848427912742885,0.26277781029901126,0.0,False,False,True,True,True,False,True,True,0.06877362605915889,0.0,0.24963148266117,0.0,0.0085348501864403,0.0,0.0,0.0,0.0301511056,,,,False,True
41,604672261,604435829,604520611,604672261,604520611.0,151650.0,0.500103654909654,0.5650676485722232,0.4993346621412764,0.0004146196386161094,0.260270594288893,0.0,False,False,True,False,True,False,True,True,0.06573298643094684,0.0,0.7568596623500748,0.0343723532281776,0.0014698183580815,0.0,0.0,0.0,0.0301511056,,,,True,True
42,7117417,7114357,7115389,7117417,7115469.0,1948.0,0.5017167002683646,0.5645057407816215,0.4961653803904404,0.006866801073458273,0.2580229631264861,0.0,False,False,True,True,True,False,True,True,0.06834036039118115,0.0,0.1460888226947264,0.0,0.007641518998895,0.0,0.0,0.0,0.0301511056,,,,False,True
43,12781267,12778309,12779411,12781267,12779528.0,1739.0,0.5017846856584718,0.5641560617988199,0.49803831238886187,0.007138742633887141,0.25662424719527976,0.0,False,False,True,True,True,False,True,True,0.06611774940995807,0.0,0.1300675391522673,0.0,0.0053725661686165,0.0,0.0,0.0,0.0301511056,,,,False,True
44,109588091,109568161,109577269,109588091,109577354.0,10737.0,0.5003119969403841,0.5640377691345301,0.49916058375156086,0.00124798776153634,0.2561510765381203,0.0,False,False,True,True,True,False,True,True,0.06487718538296923,0.0,0.2415685632788372,0.0,0.0066368119233886,0.0,0.0,0.0,0.0301511056,,,,False,True
45,12836777,12831359,12833357,12836777,12833438.0,3339.0,0.4999738319864789,0.5638688944543334,0.49996792856728245,0.0,0.25547557781733365,0.0,False,False,True,True,True,False,True,True,0.06390096588705098,0.0,0.1752468754780604,0.0,0.0060864238556851,0.0,0.0,0.0,0.0301511056,,,,False,True
46,618029,617707,617819,618029,618028.0,1.0,0.5012193892496521,0.5631494213750168,0.4989845118380694,0.00487755699860859,0.2525976855000671,0.0,False,False,True,True,True,False,False,True,0.06416490953694738,0.0,0.0748436752518515,0.0,,0.0,0.0,0.0,0.0301511056,,,,False,True
47,12807413,12805421,12805861,12807413,12805898.0,1515.0,0.5021301172493466,0.5622876677543968,0.4942768455703882,0.008520468997386565,0.24915067101758703,0.0,False,False,True,True,True,False,True,True,0.06801082218400853,0.0,0.1184377830877646,0.0,0.006714545286013,0.0,0.0,0.0,0.0301511056,,,,False,True
48,3440807,3439567,3439697,3440807,3439819.0,811.0,0.5005892317342043,0.5606349450322781,0.4891638890413561,0.0023569269368173273,0.24253978012911226,0.0,False,False,True,True,True,False,True,True,0.07147105599092196,0.0,0.1225172337511368,0.0,0.0089098695882727,0.0,0.0,0.0,0.0301511056,,,,False,True
